-6.29,-1.52,7.45,23.00,0.00
-6.32,-1.52,7.40,23.00,0.00
-6.36,-1.57,7.46,23.75,0.00
-6.34,-1.60,7.40,23.25,0.00
-6.37,-1.59,7.39,23.50,0.00
-6.37,-1.59,7.41,23.25,0.00
-6.34,-1.56,7.42,23.50,0.00
-6.38,-1.53,7.47,23.00,0.00
-6.37,-1.57,7.40,23.25,0.00
-6.36,-1.57,7.47,23.25,0.00
-6.37,-1.57,7.41,23.00,0.00
-6.39,-1.55,7.40,23.25,0.00
-6.35,-1.54,7.41,23.25,0.00
-6.36,-1.57,7.46,23.25,0.00
-6.34,-1.56,7.41,23.00,0.00
-6.36,-1.56,7.37,23.25,0.00
-6.36,-1.58,7.33,23.50,0.00
-6.38,-1.55,7.42,23.25,0.00
-6.35,-1.57,7.44,23.00,0.00
-6.39,-1.59,7.44,23.25,0.00
-6.32,-1.60,7.38,23.25,0.00
-6.81,-1.70,7.58,23.75,0.00
-6.47,-1.69,7.20,23.75,0.00
-6.38,-1.44,7.57,23.50,0.00
-6.62,-1.25,7.77,23.25,0.00
-6.34,-2.77,6.42,23.00,0.00
-6.39,-1.61,7.37,23.75,0.00
-6.38,-1.51,7.46,23.50,0.00
-6.36,-1.54,7.47,23.75,0.00
-6.33,-1.54,7.50,23.25,0.00
-6.37,-1.48,7.65,23.75,0.00
-6.38,-1.56,7.38,23.25,0.00
-6.38,-1.43,7.67,23.25,0.00
-6.39,-1.50,7.58,23.25,0.00
-6.32,-1.61,7.38,23.50,0.00
-6.18,-1.83,6.98,23.25,0.00
-6.72,-1.66,7.71,23.50,0.00
-6.30,-1.74,7.36,23.50,0.00
-6.54,-1.60,7.21,23.25,0.00
-6.33,-1.61,7.39,23.50,0.02
-6.28,-1.61,7.56,23.25,0.00
-6.27,-1.71,7.08,23.75,0.00
-6.40,-1.38,7.59,23.50,0.00
-6.35,-1.60,7.31,23.75,0.00
-6.19,-1.50,7.40,23.00,0.00
-5.68,-1.31,6.82,23.50,0.00
-6.22,-1.65,7.65,23.25,0.00
-8.32,-0.84,9.15,23.25,0.00
-7.41,-2.22,7.13,23.25,0.00
-6.41,-1.58,7.76,23.25,0.00
-6.32,-1.56,7.45,23.50,0.00
-6.22,-1.64,7.14,23.50,0.00
-6.31,-1.79,7.22,23.25,0.00
-6.34,-1.57,7.52,23.25,0.00
-6.36,-1.61,7.39,23.25,0.00
-6.34,-1.57,7.43,23.25,0.00
-6.38,-1.57,7.45,23.50,0.00
-6.36,-1.64,7.38,23.25,0.00
-6.38,-1.58,7.44,23.00,0.00
-6.36,-1.54,7.52,23.25,0.00
-6.41,-1.47,7.77,23.00,0.05
-5.97,-1.17,6.60,23.25,0.00
-6.33,-1.66,7.40,23.75,0.00
-6.37,-1.66,7.41,23.50,0.00
-6.56,-1.68,7.36,23.75,0.00
-6.36,-1.54,7.45,23.50,0.00
-6.39,-1.43,7.59,23.00,0.00
-6.33,-1.60,7.45,23.50,0.00
-6.44,-1.57,7.43,23.50,0.00
-6.33,-1.60,7.39,23.50,0.00
-6.25,-1.50,7.59,23.50,0.00
-6.39,-1.53,7.61,23.25,0.00
-6.73,-1.84,6.89,23.50,0.00
-6.47,-1.33,7.66,23.00,0.00
-6.35,-1.50,7.49,23.50,0.00
-6.39,-1.54,7.43,23.25,0.00
-6.42,-1.54,7.55,23.25,0.00
-6.37,-1.59,7.39,23.25,0.00
-6.37,-1.54,7.47,23.50,0.00
-6.37,-1.59,7.49,23.25,0.00
-6.36,-1.60,7.41,23.50,0.00
-6.33,-1.58,7.47,23.25,0.00
-6.35,-1.55,7.47,23.25,0.00
-6.39,-1.56,7.40,23.25,0.00
-6.42,-1.66,7.33,23.25,0.00
-6.38,-1.59,7.35,23.25,0.00
-6.33,-1.58,7.44,23.00,0.00
-6.38,-1.59,7.42,23.50,0.00
-6.39,-1.58,7.42,23.25,0.00
-6.34,-1.57,7.42,23.50,0.00
-6.36,-1.57,7.44,23.25,0.00
-6.36,-1.57,7.45,23.50,0.00
-6.35,-1.58,7.40,23.25,0.00
-6.18,-1.79,7.15,23.25,0.00
-6.35,-1.54,7.39,23.00,0.00
-6.34,-1.58,7.38,23.25,0.00
-6.33,-1.62,7.43,23.25,0.00
-6.45,-1.57,7.43,23.25,0.00
-6.63,-1.39,7.26,23.25,0.00
-5.54,-1.11,8.29,23.25,0.00
-6.43,-1.68,7.29,23.25,0.00
-6.15,-1.75,7.29,23.25,0.00
-6.93,-1.02,8.01,23.25,0.00
-6.25,-1.59,7.36,23.25,0.00
-6.32,-1.50,7.59,22.75,0.00
-6.16,-1.55,7.73,23.00,0.00
-6.20,-1.77,7.25,23.25,0.00
-6.34,-1.60,7.77,23.75,0.00
-6.36,-1.55,7.37,23.50,0.00
-6.32,-1.52,7.15,24.00,0.00
-6.20,-1.73,7.41,24.00,0.00
-6.33,-1.58,7.54,24.00,0.00
-6.49,-1.56,7.25,24.50,0.00
-6.54,-1.42,7.41,24.50,0.10
-6.29,-1.75,7.53,24.75,0.00
-6.38,-1.63,7.58,24.75,0.00
-6.29,-1.42,7.51,25.00,0.00
-6.33,-1.77,7.56,25.00,0.00
-6.15,-1.60,7.65,25.25,0.00
-6.03,-1.85,7.37,25.25,0.00
-6.53,-1.60,7.47,25.50,0.00
-6.58,-1.70,8.01,25.00,0.00
-6.17,-1.58,7.36,25.75,0.00
-6.52,-1.54,7.35,26.00,0.00
-6.36,-1.61,7.30,26.25,0.00
-6.30,-1.65,7.59,26.25,0.00
-6.09,-1.72,7.28,26.25,0.00
-6.43,-1.54,7.47,26.00,0.00
-6.51,-1.72,7.14,26.75,0.00
-6.88,-1.60,7.35,27.00,0.00
-6.42,-1.45,7.41,26.50,0.00
-6.36,-1.54,7.53,27.00,0.00
-6.34,-1.57,7.53,27.25,0.00
-6.43,-1.69,7.00,27.50,0.00
-6.34,-1.62,7.46,27.25,0.00
-6.18,-1.65,7.31,28.00,0.00
-6.39,-1.59,7.59,28.00,0.00
-6.35,-1.56,7.35,27.75,0.00
-5.89,-1.63,7.32,28.25,0.00
-6.35,-1.64,7.37,28.00,0.00
-5.73,-2.79,5.62,28.75,0.00
-6.06,-1.96,7.06,28.50,0.00
-6.25,-1.66,7.24,28.75,0.00
-6.49,-1.44,7.62,28.75,0.00
-6.29,-1.59,7.35,28.75,0.00
-6.36,-1.56,7.43,28.50,0.00
-6.40,-1.50,7.44,29.25,0.00
-6.35,-1.58,7.43,29.00,0.00
-6.34,-1.58,7.44,28.75,0.00
-6.37,-1.56,7.46,29.25,0.00
-6.33,-1.60,7.38,29.25,0.00
-6.35,-1.59,7.43,29.25,0.00
-6.30,-1.59,7.33,29.00,0.00
-6.37,-1.56,7.43,29.25,0.00
-6.86,-0.95,8.29,29.25,0.00
-6.42,-1.44,7.67,29.25,0.00
-6.38,-1.53,7.36,29.00,0.00
-6.40,-1.55,7.46,29.50,0.00
-6.32,-1.56,7.62,29.25,0.00
-6.50,-1.54,7.24,28.75,0.00
-6.30,-1.61,7.43,29.25,0.00
-6.34,-1.58,7.38,29.25,0.00
-6.36,-1.59,7.39,29.25,0.00
-6.38,-1.58,7.45,29.75,0.00
-6.33,-1.60,7.30,29.25,0.00
-6.52,-1.63,7.54,29.50,0.00
-6.40,-1.55,7.44,29.75,0.00
-6.15,-2.30,6.58,29.75,0.00
-6.13,-1.78,7.07,29.75,0.00
-6.35,-1.57,7.34,29.75,0.00
-6.33,-1.54,7.45,30.00,0.00
-6.39,-1.61,7.42,29.75,0.00
-6.32,-1.58,7.47,29.50,0.00
-6.44,-1.52,7.52,30.00,0.00
-6.44,-1.86,7.37,30.00,0.00
-6.32,-1.64,7.39,29.75,0.00
-6.36,-1.61,7.41,29.75,0.00
-6.42,-1.67,7.40,30.25,0.00
-6.39,-1.68,7.38,30.25,0.00
-6.34,-1.90,7.29,30.00,0.00
-6.05,-1.80,7.62,29.75,0.00
-6.34,-1.78,7.24,29.75,0.00
-6.32,-1.75,7.34,30.50,0.00
-6.36,-1.70,7.38,30.25,0.00
-6.27,-1.68,7.25,29.75,0.00
-6.36,-1.63,7.56,30.00,0.00
-6.32,-1.67,7.45,30.25,0.00
-6.33,-1.70,7.43,30.00,0.00
-5.79,-1.90,8.09,29.75,0.00
-6.39,-2.01,7.09,30.25,0.00
-6.37,-1.50,7.56,29.75,0.00
-6.46,-1.49,7.61,30.00,0.00
-6.39,-1.58,7.47,30.25,0.00
-6.34,-1.60,7.44,29.75,0.00
-6.18,3.97,7.02,30.00,0.00
-6.34,-1.62,7.39,30.50,0.00
-6.86,-0.94,6.95,29.50,0.00
-6.28,-1.66,7.35,30.00,0.00
-6.37,-1.51,7.58,30.25,0.00
-6.36,-1.63,7.33,30.00,0.00
-6.34,-1.59,7.47,30.00,0.00
-6.25,-1.69,7.43,29.75,0.00
-6.38,-1.47,7.54,29.50,0.00
-6.45,-1.51,7.42,30.00,0.00
-6.34,-1.66,7.35,30.00,0.00
-6.55,-1.69,7.48,30.00,0.00
-6.30,-1.56,7.43,30.25,0.00
-6.27,-1.62,7.27,29.75,0.00
-6.40,-1.69,7.48,29.75,0.00
-6.45,-1.59,7.19,29.75,0.00
-6.89,-1.26,6.96,30.00,0.00
-6.75,-0.72,7.50,30.00,0.00
-6.16,-1.43,7.46,30.00,0.00
-6.43,-1.56,7.59,29.75,0.00
-6.37,-1.58,7.54,29.75,0.00
-6.35,-1.64,7.39,29.75,0.00
-6.25,-1.70,7.48,30.00,0.00
-6.34,-1.67,7.37,29.50,0.00
-6.33,-1.71,7.37,29.75,0.00
-6.17,-1.75,7.51,30.00,0.00
-6.55,-1.50,7.67,30.00,0.00
-6.26,-1.79,7.42,29.50,0.00
-6.39,-1.54,7.55,29.50,0.00
-6.40,-1.62,7.45,29.50,0.00
-6.46,-1.96,6.89,29.50,0.00
-6.34,-1.63,7.52,29.50,0.00
-6.30,-1.62,7.45,29.75,0.00
-6.35,-1.74,7.30,29.75,0.00
-6.35,-1.50,7.43,29.50,0.00
-6.67,-1.32,7.30,29.50,0.00
-5.99,-1.36,7.65,29.25,0.00
-6.33,-1.71,7.32,29.25,0.00
-6.34,-1.65,7.37,29.50,0.00
-6.32,-1.35,7.54,29.50,0.00
-6.50,-1.39,7.53,29.00,0.00
-6.34,-1.78,7.13,29.50,0.00
-6.28,-1.65,7.36,29.25,0.00
-6.34,-1.62,7.45,29.25,0.02
-6.30,-2.56,6.15,29.75,0.00
-6.51,-1.47,7.44,29.25,0.00
-6.09,-2.07,9.24,29.50,0.00
-7.65,-2.26,7.21,29.00,0.00
-6.24,-1.37,7.75,29.00,0.00
-6.37,-1.52,7.43,29.00,0.00
-6.31,-1.68,7.22,29.25,0.00
-6.35,-1.58,7.38,28.75,0.00
-6.43,-1.57,7.40,29.00,0.00
-6.26,-1.63,7.31,29.00,0.00
-6.28,-1.63,7.26,29.50,0.00
-6.33,-1.59,7.40,29.25,0.00
-6.32,-1.58,7.42,29.50,0.00
-6.41,-1.44,7.69,29.25,0.00
-6.43,-1.55,7.50,29.50,0.00
-6.36,-1.54,7.41,29.50,0.00
-6.34,-1.58,7.44,29.00,0.00
-6.36,-1.58,7.39,29.50,0.00
-6.34,-1.59,7.38,29.50,0.00
-6.39,-1.56,7.44,29.25,0.00
-6.32,-1.59,7.44,29.50,0.00
